survey,id,state,city,gender,age,marital_status,no_kids,education,employment ,career,race,income,US_census_region,US_census_division,community,distance_from_coast,political,poltical2,Q4_fishing,Q4_hunting,Q4_fish_hunt,Q6_overfish_deforest,Q6_melt_extremes,Q6_plastic_waste,Q6_oil_toxics,Q6_oa_soil,Q6_none,Q6_total_awareness,Q7_overfish_deforest,Q7_melt_extremes,Q7_plastic_waste,Q7_oil_toxics,Q7_oa_soil,Q7_none,Q8_coast,Q8_ocean,Q8_fw,Q8_forest,Q8.5_plains,Q8_mountains,Q9_percent,Q10_animal_health,Q11_habitat_health,Q13_concern_fish,Q19_scenario_effective,Q20_protected_area,Q20_captive_breed,Q20_relocate,Q20_regulations,Q20_education,Q20_supplament,Q21_invest_govregs,Q21.2_partnerships,Q21_donate_ngo,Q21_market,Q21_programs,Q21_penalties,Q21_none,Q21_total_funds,,,,
Ocean,495421724,Oklahoma,Sallisaw,female,45 - 54,married,six_or_more,university,unable_to_work,finance_and_insurance,white,high_ii,South,West South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,Yes,Yes,Both,0,1,1,0,0,0,0.4,0,0.5,0.5,0,0,0,1,1,1,1,1,0.8,25,0.4,0.2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5,,,,
Ocean,1290595342,Virginia,Gainesville,female,25 - 34,single,zero,vocational_technical_college,employed_for_wages,wholesale,hispanic,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,No,No,None,0,1,1,1,0,0,0.6,0,0.5,0.5,0.5,0,0,0.6,0.8,0.6,0.8,0.6,0.6,60,0.8,0.8,0.6,1,0.8,0.6,1,1,0.8,0.6,0,1,1,0,1,1,0,4,,,,
Ocean,-1688117641,New Jersey,Trenton,female,45 - 54,married,two,postgraduate,self_employed,other,white,high_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,0.75,0.75,1,1,0,0,0.8,0.8,0.8,1,0.6,0.4,50,0.6,0.6,0.8,0.6,0.6,0.8,1,1,0.8,0.6,1,1,0,0,0,0,0,2,,,,
Ocean,206371241,Kentucky,Alexandria,male,18 - 24,single,zero,vocational_technical_college,student,broadcasting,white,middle_i,South,East South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,Yes,Hunt,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,35,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,1351649652,New York,Merrick,male,45 - 54,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.75,0.5,1,0.5,0,1,1,1,1,1,1,70,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,5,,,,
Ocean,1963074430,Arizona,Avondale,male,18 - 24,single,five,middle_school,unemployed_looking,other,hispanic,lower_i,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I prefer not to say,Wont say,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0,0,0,1,0,2,,,,
Ocean,1427267180,Illinois,Unknown,male,18 - 24,single,zero,postgraduate,employed_for_wages,finance_and_insurance,white,middle_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.5,0.75,1,0,0,1,0.8,0.2,0.6,0.8,0.6,55,0.2,0.4,0.4,0.6,0.6,0.8,0.6,0.8,0.4,0.6,1,1,1,0,0,1,0,4,,,,
Ocean,-222156515,Maryland,Upper Marlboro,male,18 - 24,living_with_partner,three,postgraduate,employed_for_wages,other,black,middle_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,1,1,1,1,1,0,1,0.75,0.75,0.75,0.75,0.75,0,1,1,1,1,0.6,0.8,70,0.8,0.4,1,1,0.8,0.8,0.8,1,1,1,1,1,1,1,1,0,0,5,,,,
Ocean,-1678700587,Washington,Enumclaw,female,18 - 24,single,zero,university,student,other,black,lower_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8,0.8,0.8,0.8,1,45,1,1,1,0.4,0.6,0.8,0.6,0.8,0.8,0.6,0,0,0,1,0,0,0,1,,,,
Ocean,1635271835,Nevada,Las Vegas,male,45 - 54,divorced,one,high_school,unemployed_looking,transportation_and_warehousing,white,middle_i,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,I don’t follow politics,None,No,No,None,1,1,1,1,0,0,0.8,0.5,0.5,0.5,0.25,0,0,1,0.8,0.6,0.6,0.4,0.8,95,0.6,0.8,1,0.6,0.8,1,1,1,1,0.6,0,0,0,0,1,0,0,1,,,,
Ocean,1775790003,Rhode Island,East Greenwich,female,35 - 44,divorced,zero,high_school,employed_for_wages,finance_and_insurance,white,lower_ii,Northeast,New England,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,I don’t follow politics,None,No,No,None,1,1,1,1,0,0,0.8,0.75,0.5,1,0.75,0,0,0.8,1,0.8,1,1,1,50,0.6,0.6,0.8,1,1,1,1,1,1,1,1,1,0,0,1,1,0,4,,,,
Ocean,1619818860,California,Unknown,female,35 - 44,single,one,vocational_technical_college,unable_to_work,telecommunications,white,lower_i,West,Pacific,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,Yes,Yes,Both,0,0,1,1,0,0,0.4,0,0,0.75,0.75,0,0,0.8,0.8,0.8,0.8,0.8,0.8,50,0.2,0.2,0.8,0.6,1,1,1,1,1,0.6,1,0,0,0,0,0,0,1,,,,
Ocean,1698114808,Arizona,Tucson,female,54+,widowed,three,high_school,retired,human_resources,white,lower_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.5,0.5,0.5,0,0,0.8,0.8,0.8,0.8,0.8,0.8,55,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0,0,0,0,1,1,0,2,,,,
Ocean,-1350627622,Louisiana,Franklin,male,25 - 34,single,zero,high_school,unable_to_work,arts_entertainment_or_recreation,black,lower_i,South,West South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,No,Fish,0,1,1,0,0,0,0.4,0,0.75,0.5,0,0,0,0.4,0.8,1,0.6,0.8,0.8,80,0.8,1,0.8,0.8,1,0.2,0.6,0.8,1,0.4,0,0,1,0,1,1,0,3,,,,
Ocean,-1299420639,Pennsylvania,Birdsboro,male,54+,married,zero,high_school,employed_for_wages,manufacturing_other,white,lower_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,0,0,1,0,0,0.2,0,0,0,1,0,0,0.8,0.8,0.8,0.8,0.8,0.8,100,0.4,0.4,1,0.6,1,1,0.6,1,1,0.8,0,0,0,0,1,0,0,1,,,,
Ocean,175344757,Virginia,Manassas,female,18 - 24,single,zero,university,other,arts_entertainment_or_recreation,asian,prefer_not_to_say,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.8,1,0.4,0.2,0.6,65,0.4,0.4,0.6,0.4,0.8,0.2,0.6,0.4,1,0.6,0,1,0,0,1,0,0,2,,,,
Ocean,-1046537285,Pennsylvania,Latrobe,female,18 - 24,single,zero,postgraduate,other,other,white,prefer_not_to_say,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,I prefer not to say,Wont say,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,50,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Ocean,1923410662,Ohio,Youngstown,female,35 - 44,separated,one,middle_school,employed_for_wages,hotel_and_food_services,white,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,I don’t follow politics,None,No,No,None,0,1,1,1,0,0,0.6,0,0.5,0.25,0.5,0,0,1,1,1,1,1,1,100,0.6,0.6,0.6,0.8,1,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Ocean,-1269868867,Texas,Austin,male,35 - 44,married,two,postgraduate,employed_for_wages,information_other,white,high_iii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,0,0,1,1,1,0,0.6,0,0,0.75,0.75,0.75,0,1,0.8,1,0.8,1,0.8,80,0.8,1,1,1,1,1,0.8,0.8,1,1,1,1,1,0,0,0,0,3,,,,
Ocean,-229371077,New York,Brooklyn,female,54+,married,one,high_school,employed_for_wages,health_care_and_social_assistance,asian,lower_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,No,Fish,1,1,1,1,1,0,1,0.25,0.25,0.5,0.5,0.25,0,0.6,0.6,0.6,0.6,0.8,0.8,95,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.6,0.8,0,1,0,0,1,0,0,2,,,,
Ocean,221338164,Illinois,Woodridge,male,35 - 44,married,zero,university,employed_for_wages,scientific_or_technical_services,white,middle_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,1,1,1,1,0,0,0.8,1,1,1,1,0,0,1,1,1,1,0.8,0.6,50,0.6,0.4,0.8,1,1,0.8,1,1,1,0.8,1,1,1,0,0,1,0,4,,,,
Ocean,-938705921,New York,New York,female,18 - 24,prefer_not_to_say,prefer_not_to_say,high_school,other,other,hispanic,prefer_not_to_say,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,I prefer not to say,Wont say,No,No,None,1,0,1,1,0,0,0.6,1,0,1,1,0,0,1,0.8,0.8,1,0.8,0.8,50,0.2,0.4,1,1,0.8,0.6,0.8,0.8,1,0.4,0,0,0,0,1,0,0,1,,,,
Ocean,569099968,Texas,Austin,male,35 - 44,living_with_partner,zero,university,employed_for_wages,manufacturing_other,white,middle_i,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,1,1,1,0,1,1,1,1,0.5,0.5,0,1,1,1,1,0.8,0.4,70,0.6,0.8,0.8,0.8,0.8,1,0.8,0.8,0.8,1,1,1,0,0,0,1,0,3,,,,
Ocean,1574976669,Maryland,Hyattsville,female,25 - 34,married,four,high_school,military,education,white,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,I don’t follow politics,None,No,No,None,0,1,1,1,0,0,0.6,0,0.5,1,1,0,0,0.6,0.6,0.6,0.6,0.4,0.4,70,0.6,0.4,0.8,0.8,0.8,0.8,1,1,1,0.8,0,0,0,0,0,1,0,1,,,,
Ocean,802722354,Wisconsin,Green Bay,female,45 - 54,married,two,high_school,employed_for_wages,retail,white,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,0,1,1,0,0,0,0.4,0,1,1,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,65,0.4,0.4,1,0.8,0.8,1,1,1,1,1,1,0,1,0,1,1,0,4,,,,
Ocean,2141919302,Minnesota,Prior Lake,female,35 - 44,married,two,postgraduate,employed_for_wages,health_care_and_social_assistance,white,high_iii,Midwest,West North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,0.5,0.5,1,0.5,0,0,1,1,1,1,1,0.6,70,0.2,0.2,1,1,1,0.8,1,1,1,0.8,0,1,0,0,1,1,0,3,,,,
Ocean,1920894196,California,Camarillo,male,25 - 34,married,one,middle_school,self_employed,education,asian,middle_ii,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,1,1,0.75,0.5,0.75,0,1,0.8,0.6,1,0.4,0.6,50,0.4,0.4,1,0.8,1,0.8,0.8,1,1,0.8,1,1,1,0,1,1,0,5,,,,
Ocean,-2119613910,New Jersey,Hackensack,female,25 - 34,single,zero,university,self_employed,shipping_distribution,white,lower_ii,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,0,1,1,1,0,0,0.6,0,0.5,0.75,0.5,0,0,0.6,1,0.6,0.8,0.4,0.2,100,0.4,0.4,0.8,0.8,0.6,1,0.8,0.8,0.8,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,-764951837,Washington,Seattle,female,25 - 34,single,zero,postgraduate,employed_for_wages,education,white,middle_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,0.75,0.5,0.75,0.5,0.5,0,0.8,0.8,0.8,1,0.8,0.8,50,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,1,1,1,0,1,1,0,5,,,,
Ocean,-2113904351,Pennsylvania,Pittsburgh,female,54+,married,two,university,retired,other,white,high_i,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,No,Fish,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.8,1,0.8,50,0.6,0.4,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,-1255862440,Washington,Auburn,male,18 - 24,prefer_not_to_say,prefer_not_to_say,high_school,unable_to_work,other,asian,prefer_not_to_say,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,I don’t follow politics,None,No,No,None,1,1,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,0,0,0,0,3,,,,
Ocean,51078354,Ohio,Westlake,female,54+,divorced,three,high_school,unemployed_looking,other,white,lower_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,1,1,1,1,0,0,0.8,0.75,1,1,1,0,0,0.6,0.6,0.8,0.8,0.6,0.6,50,0.8,0.6,0.8,1,1,1,0.8,0.8,1,1,1,0,0,0,1,1,0,3,,,,
Ocean,-755129452,Illinois,Unknown,female,35 - 44,living_with_partner,zero,vocational_technical_college,employed_for_wages,retail,white,prefer_not_to_say,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,No,No,None,0,0,1,1,1,0,0.6,0,0,0.5,0.5,1,0,1,1,0.6,0.6,0.8,0.2,50,0.4,0.4,0.2,0.2,0.8,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,699024281,West Virginia,Williamson,female,35 - 44,single,one,high_school,homemaker,homemaker,white,lower_ii,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,Yes,Both,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.8,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,1,0,0,0,0,0,0,1,,,,
Ocean,1386011034,New Jersey,Medford,male,35 - 44,prefer_not_to_say,prefer_not_to_say,high_school,unable_to_work,other,prefer_not_to_say,prefer_not_to_say,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,0,0,1,0,1,0,0.4,0,0,0.25,0,0.5,0,0.6,0.6,0.4,0.6,0.8,0.6,60,0.8,0.4,0.4,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0,0,1,0,1,0,0,2,,,,
Ocean,324352001,Arizona,Phoenix,male,35 - 44,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_i,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,0,0,0,0.6,0.75,0.5,0.5,0,0,0,0.6,0.8,0.8,1,0.6,0.6,85,0.8,0.8,0.6,0.8,0.8,1,0.6,1,1,0.8,0,0,0,0,1,1,0,2,,,,
Ocean,-968203154,Illinois,Chicago,female,25 - 34,living_with_partner,zero,postgraduate,employed_for_wages,health_care_and_social_assistance,white,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,40,0.2,0.2,0.2,1,0.4,0.8,0.8,1,1,0.6,0,0,1,0,0,0,0,1,,,,
Ocean,-2043377498,Louisiana,Lake Charles,female,54+,widowed,one,university,unemployed_looking,information_services_and_data,white,lower_i,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Moderate,Moderate,No,No,None,0,1,0,1,0,0,0.4,0,0.5,0,0.75,0,0,0.8,0.8,0.8,0.6,0.4,0.6,75,1,1,1,0.8,1,1,1,1,0.6,1,1,0,0,0,0,1,0,2,,,,
Ocean,-611949667,Michigan,Grand Rapids,male,45 - 54,married,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,middle_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,0,1,1,1,0,0,0.6,0,1,1,0.5,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,1,0,1,,,,
Ocean,421822872,Virginia,Richmond,male,25 - 34,married,zero,postgraduate,employed_for_wages,legal_services,white,high_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,1,1,1,1,0,0,0.8,1,1,1,1,0,0,1,0.8,0.8,0.8,0.6,0.8,70,0.4,0.4,0.8,1,1,0.8,1,1,1,0.8,1,1,1,1,1,1,0,6,,,,
Ocean,184983803,Georgia,Locust Grove,female,54+,single,zero,university,unable_to_work,other,white,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.8,1,1,0.8,100,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,-1046432364,Unknown,Unknown,male,25 - 34,single,one,high_school,employed_for_wages,shipping_distribution,black,middle_i,,,"Rural community: an area where people live and work further apart, usually small cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,No,No,None,0,0,1,1,1,0,0.6,0,0,0.5,0.5,0.5,0,0.2,0.2,0.2,0.2,0.2,0.2,50,0.6,0.6,0.4,0.6,1,0.6,0.6,1,1,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,-198558042,Idaho,Post Falls,male,54+,married,zero,postgraduate,retired,other,white,middle_ii,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,0,0,0.8,1,0.5,0.5,0.5,0,0,1,0.8,1,1,0.8,0.6,25,0.6,0.6,0.8,0.8,0.8,0.8,0.6,1,0.8,0.6,0,0,1,1,0,1,0,3,,,,
Ocean,-591919203,New Jersey,Bayville,female,35 - 44,separated,zero,university,employed_for_wages,finance_and_insurance,white,middle_ii,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",I live very close to the coast. It’s a short drive away,Strong Left,Left,Yes,No,Fish,1,1,1,1,1,0,1,1,0.75,0.5,0.5,0.5,0,1,1,0.8,1,0.6,0.8,85,0.4,0.4,0.8,1,1,1,0.8,1,1,1,1,1,0,0,0,0,0,2,,,,
Ocean,-1040119393,Texas,Dallas,female,25 - 34,married,one,postgraduate,employed_for_wages,health_care_and_social_assistance,white,high_ii,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,1,1,1,0,0,0.6,0,0.5,0.5,0.5,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.4,0.4,0.8,0.6,0.8,0.6,0.8,0.8,0.8,0.6,1,1,1,0,1,1,0,5,,,,
